originalTitle,world_revenue,distributor,opening_theaters,budget,MPAA,release_days,startYear,runtimeMinutes,genres_y,averageRating,numVotes,ordering,category,primaryName
Come Away,1692494,Relativity Media,475.0,78356.0,PG,56,2020,94.0,"Adventure,Drama,Fantasy",5.7,5262,9,producer,David Oyelowo
Clemency,364952,Neon,2.0,53637.0,R,371,2019,112.0,Drama,6.5,4730,9,producer,Peter Wong
2000 Mules,1465513,D'Souza Media,415.0,1465512.0,R,255,2022,89.0,"Documentary,Fantasy",5.3,9236,7,composer,Bryan E. Miller
Don't Breathe 2,53785551,Screen Gems,3005.0,47201347.0,R,147,2021,98.0,"Action,Crime,Horror",6.0,59501,9,composer,Roque Baños
Spider-Man: No Way Home,1912233593,Sony Pictures Entertainment (SPE),4336.0,1910048245.0,PG-13,409,2021,148.0,"Action,Adventure,Fantasy",8.2,764857,9,writer,Steve Ditko
And Then We Danced,621446,Music Box Films,2.0,76738.0,R,329,2019,113.0,"Drama,Romance",7.6,13246,9,editor,Simon Carlgren
Rita Moreno: Just a Girl Who Decided to Go for It,264626,Roadside Attractions,227.0,70000.0,PG-13,197,2021,90.0,"Biography,Documentary",7.7,807,9,cinematographer,Pedro Juan López
Where the Crawdads Sing,140230760,Sony Pictures Entertainment (SPE),3650.0,24000000.0,PG-13,199,2022,125.0,"Drama,Mystery,Romance",7.1,77377,9,producer,Reese Witherspoon
Men in Black: International,253890701,Sony Pictures Entertainment (SPE),4224.0,110000000.0,PG-13,201,2019,114.0,"Action,Adventure,Comedy",5.6,136929,9,producer,Laurie MacDonald
The Dry,16066821,IFC Films,186.0,200000.0,R,225,2020,117.0,"Crime,Drama,Mystery",6.8,28047,9,producer,Steve Hutensky
The Alpinist,1445831,Roadside Attractions,172.0,1445831.0,PG-13,113,2021,92.0,Documentary,7.9,10103,9,composer,Jon Cooper
Cold Pursuit,76419755,Lionsgate,2630.0,60000000.0,R,327,2019,119.0,"Action,Comedy,Crime",6.2,71081,9,producer,Stein B. Kvae
The Little Things,30842746,Warner Bros.,2171.0,29735222.0,R,343,2021,128.0,"Crime,Drama,Mystery",6.3,107040,9,editor,Robert Frazen
Free Guy,331526598,20th Century Studios,4165.0,323473792.0,PG-13,147,2021,115.0,"Action,Adventure,Comedy",7.1,375779,9,producer,Adam Kolbrenner
Alita: Battle Angel,404980543,Twentieth Century Fox,3790.0,170000000.0,PG-13,687,2019,122.0,"Action,Adventure,Sci-Fi",7.3,272851,9,producer,Jon Landau
Moonage Daydream,12331011,Neon,170.0,12394621.0,PG-13,136,2022,135.0,"Documentary,Music",7.8,8982,9,archive_footage,Brian Wilshaw
The Hurricane Heist,32517248,Entertainment Studios Motion Pictures,2402.0,35000000.0,PG-13,298,2018,103.0,"Action,Adventure,Crime",5.1,21097,9,writer,Carlos Davis
Apollo 11,15342353,Neon,120.0,15342353.0,G,306,2019,93.0,"Documentary,History",8.1,25923,9,cinematographer,Bob Bird
Medieval,4418699,The Avenue Entertainment,1311.0,4298117.0,R,143,2022,125.0,"Action,Drama,History",5.9,8285,9,writer,Petr Jakl Sr.
Minions: The Rise of Gru,939628210,Universal Pictures,4391.0,80000000.0,PG,213,2022,87.0,"Adventure,Animation,Comedy",6.6,66850,9,writer,Brian Lynch
The Favourite,95918706,Fox Searchlight,4.0,95918706.0,R,404,2018,119.0,"Biography,Comedy,Drama",7.5,203754,9,producer,Ed Guiney
Abominable,188623517,Universal Pictures,4242.0,75000000.0,PG,462,2019,97.0,"Adventure,Animation,Comedy",7.0,39707,9,composer,Rupert Gregson-Williams
Anna,31626978,Lionsgate,2114.0,31626978.0,R,194,2019,118.0,"Action,Thriller",6.6,84845,9,editor,Julien Rey
Uncharted,401748820,Sony Pictures Entertainment (SPE),4275.0,120000000.0,PG-13,346,2022,116.0,"Action,Adventure",6.3,215819,9,writer,Jon Hanley Rosenberg
Death on the Nile,137307235,20th Century Studios,3280.0,90000000.0,PG-13,353,2022,127.0,"Crime,Drama,Mystery",6.3,153970,9,producer,Kevin J. Walsh
The Prodigy,21127789,Orion Pictures,2530.0,6000000.0,R,327,2019,92.0,"Fantasy,Horror,Mystery",5.9,27025,9,cinematographer,Bridger Nielson
The Addams Family,1349278,United Artists Releasing,1307.0,24000000.0,PG,77,2019,86.0,"Animation,Comedy,Family",5.8,41629,9,writer,Charles Addams
Pinocchio,23841090,Roadside Attractions,786.0,2600000.0,PG-13,372,2019,125.0,"Drama,Family,Fantasy",6.2,13636,9,producer,Jean Labadie
I Can Only Imagine,86086881,Roadside Attractions,1629.0,7000000.0,PG,291,2018,110.0,"Biography,Drama,Family",7.3,16662,9,writer,Alex Cramer
Impractical Jokers: The Movie,10691091,truTV,357.0,3000000.0,PG-13,315,2020,92.0,Comedy,5.8,6739,9,composer,Leo Birenberg
Early Man,54622814,Lionsgate,2494.0,50000000.0,PG,319,2018,89.0,"Adventure,Animation,Comedy",6.1,22651,9,producer,Peter Lord
Greta,18653107,Focus Features,2411.0,18653107.0,R,308,2018,98.0,"Drama,Mystery,Thriller",6.0,34877,9,producer,Sidney Kimmel
Wild Mountain Thyme,1517267,Bleecker Street Media,450.0,36478.0,PG-13,28,2020,102.0,"Comedy,Drama,Romance",5.7,10077,9,producer,Martina Niland
Once I Was Engaged,254775,Excel Entertainment,32.0,80000.0,R,164,2021,107.0,Comedy,4.9,114,9,cinematographer,Jeremy Prusso
Witnesses,855765,Purdie Distribution,90.0,12000000.0,PG,211,2019,97.0,"Crime,Horror,Thriller",4.1,1436,9,actor,Circus-Szalewski
Annabelle Comes Home,231252591,Warner Bros.,3613.0,30000000.0,R,189,2019,106.0,"Horror,Mystery,Thriller",5.9,77810,9,cinematographer,Michael Burgess
Hunter Killer,31672678,Lionsgate,2728.0,40000000.0,R,70,2018,121.0,"Action,Thriller",6.6,65296,9,writer,Don Keith
Jumanji: The Next Level,801693929,Sony Pictures Entertainment (SPE),4227.0,125000000.0,PG-13,385,2019,123.0,"Action,Adventure,Comedy",6.7,255602,9,producer,Dany Garcia
Escape Room,155712077,Sony Pictures Entertainment (SPE),2717.0,9000000.0,PG-13,362,2019,99.0,"Action,Adventure,Horror",6.4,125721,9,producer,Neal H. Moritz
Late Night,22386555,Amazon Studios,4.0,22386555.0,R,208,2019,102.0,"Comedy,Drama",6.5,38676,9,composer,Lesley Barber
Come Play,13182254,Focus Features,2183.0,900000.0,PG-13,428,2020,96.0,"Drama,Horror,Mystery",5.7,14584,9,cinematographer,Maxime Alexandre
Halloween Kills,131647155,Universal Pictures,3705.0,20000000.0,R,84,2021,105.0,"Horror,Thriller",5.5,88241,9,writer,Danny McBride
Four Good Days,864091,Vertical Entertainment,298.0,864091.0,R,246,2020,100.0,Drama,6.5,7826,9,producer,Jacob Avnet
Little,48987096,Universal Pictures,2667.0,20000000.0,PG-13,266,2019,109.0,"Comedy,Fantasy,Romance",5.5,13774,9,producer,Will Packer
Born in China,25081168,Walt Disney Studios Motion Pictures,1508.0,7000000.0,G,255,2019,83.0,"Documentary,History",7.5,6625,9,producer,Christoph Jörg
Show Me the Father,1919165,Affirm Films,1073.0,6000000.0,PG,119,2021,91.0,"Documentary,Drama",6.6,443,9,editor,Bill Ebel
Chal Mera Putt 3,2328987,Rhythm Boyz Entertainment,90.0,10000000.0,R,92,2021,130.0,Comedy,6.7,1671,9,composer,Gurcharan Singh
The Wolf of Snow Hollow,266963,United Artists Releasing,112.0,56789.0,R,84,2020,85.0,"Comedy,Horror,Mystery",6.2,22270,9,producer,Matt Miller
Sgt. Stubby: An American Hero,4932694,Fun Academy Motion Pictures,1633.0,4932694.0,PG,628,2018,84.0,"Adventure,Animation,Family",6.9,2348,9,composer,Patrick Doyle
Downhill,8899195,Searchlight Pictures,2301.0,9159383.0,R,322,2020,86.0,"Comedy,Drama",4.9,12858,9,producer,Stefanie Azpiazu
The Grudge,49511319,Sony Pictures Entertainment (SPE),2642.0,10000000.0,R,364,2020,94.0,"Fantasy,Horror",4.4,27081,9,producer,Sam Raimi
Avengers: Infinity War,2048359754,Walt Disney Studios Motion Pictures,4474.0,2048359754.0,PG-13,249,2018,149.0,"Action,Adventure,Sci-Fi",8.4,1090230,9,writer,Stan Lee
The Resort,208639,Vertical Entertainment,114.0,323849.0,R,246,2021,76.0,Horror,3.1,3185,9,composer,John Stary
Game Night,117679066,Warner Bros.,3488.0,37000000.0,R,312,2018,100.0,"Action,Adventure,Comedy",6.9,238772,9,producer,John Fox
Captive State,8808611,Focus Features,2548.0,8808611.0,PG-13,292,2019,109.0,"Action,Horror,Sci-Fi",6.0,55090,9,cinematographer,Alex Disenhof
Linda Ronstadt: The Sound of My Voice,4252657,Greenwich Entertainment,7.0,4252657.0,PG-13,483,2019,95.0,"Biography,Documentary,Music",8.0,2244,9,composer,Julian Raymond
"Juliet, Naked",4511157,Roadside Attractions,4.0,4511157.0,R,137,2018,97.0,"Comedy,Drama,Music",6.6,23264,9,writer,Nick Hornby
