originalTitle,world_revenue,distributor,opening_theaters,budget,MPAA,release_days,startYear,runtimeMinutes,genres_y,averageRating,numVotes,ordering,category,primaryName
Becky,1045873,Quiver Distribution,45.0,145873.0,R,210,2020,93.0,"Action,Crime,Drama",5.9,17679,9,writer,Nick Morris
The Last Shift,1035128,Stage 6 Films,871.0,103528.0,R,105,2020,90.0,"Comedy,Drama",5.7,3657,9,producer,Alex Lipschultz
The Tax Collector,1325781,RLJE Films,129.0,20000000.0,R,147,2020,95.0,"Action,Crime,Drama",4.8,14039,9,composer,Michael Yezerski
All My Life,1965113,Universal Pictures,970.0,25000000.0,PG-13,393,2020,91.0,"Drama,Romance",6.3,4872,9,composer,Lisbeth Scott
Love and Monsters,1122066,Paramount Pictures,387.0,30000000.0,PG-13,84,2020,109.0,"Action,Adventure,Comedy",6.9,130448,9,producer,Shawn Levy
The Assistant,1338881,Bleecker Street Media,4.0,1700000.0,R,336,2019,87.0,Drama,6.4,23542,9,producer,James Schamus
True to the Game 2,1181823,Faith Media Distribution,247.0,1230000.0,R,63,2020,94.0,"Crime,Thriller",4.3,452,9,composer,Chris Paultre
Relic,2902552,IFC Films,69.0,2200000.0,R,182,2020,89.0,"Drama,Horror,Mystery",6.0,27553,9,producer,Anna McLeish
Cut Throat City,864928,Well Go USA Entertainment,389.0,6500000.0,R,133,2020,123.0,"Action,Crime,Drama",4.9,2886,9,producer,Michael Mendelsohn
The Song of Names,1141187,Sony Pictures Classics,10.0,1140000.0,PG-13,373,2019,113.0,"Drama,Music,Mystery",6.5,4557,9,producer,Lyse Lafontaine
Promising Young Woman,18854166,Focus Features,1310.0,5000000.0,R,372,2020,113.0,"Crime,Drama,Mystery",7.5,177613,9,producer,Josey McNamara
The Rental,4311042,IFC Films,250.0,3500000.0,R,161,2020,88.0,"Drama,Horror,Mystery",5.7,33522,9,producer,Teddy Schwarzman
2 Hearts,1349286,Freestyle Releasing,1683.0,15000000.0,PG-13,84,2020,101.0,"Drama,Romance",6.3,6204,9,producer,Conrad Hool
The Lodge,3155858,Neon,6.0,3200000.0,R,329,2019,108.0,"Drama,Horror,Mystery",6.0,49735,9,producer,Simon Oakes
The Personal History of David Copperfield,14399270,Searchlight Pictures,1360.0,15600000.0,PG,126,2019,119.0,"Comedy,Drama",6.4,20717,9,composer,Christopher Willis
Peninsula,42698327,Well Go USA Entertainment,48.0,16000000.0,R,154,2019,88.0,Drama,6.8,56,9,cinematographer,David Scott
The Wretched,4369493,IFC Films,12.0,66000.0,R,245,2019,95.0,"Horror,Mystery",5.8,17761,9,composer,Devin Burrows
God's Not Dead: We the People,1170367,Fathom Events,1463.0,2000000.0,PG,89,2021,110.0,Drama,4.1,1319,9,producer,Brent Ryan Green
The Rescue,1060556,Greenwich Entertainment,9.0,1200000.0,PG,91,2020,139.0,"Action,Comedy,Drama",6.0,923,9,producer,Candy Leung
In the Earth,1330723,Neon,547.0,1300000.0,R,260,2021,107.0,"Horror,Mystery,Thriller",5.2,9099,9,production_designer,Felicity Hickson
Nomadland,39458207,Searchlight Pictures,1175.0,5000000.0,R,316,2020,107.0,Drama,7.3,164385,9,producer,Peter Spears
Titane,4982335,Neon,562.0,6100000.0,R,92,2021,108.0,"Drama,Horror,Sci-Fi",6.6,47619,9,producer,Amaury Ovise
Profile,1856730,Focus Features,2033.0,2300000.0,R,232,2018,106.0,"Mystery,Thriller",6.7,5051,9,editor,Andrey Shu
Together Together,1437938,Bleecker Street Media,665.0,1400000.0,R,253,2021,90.0,"Comedy,Drama",6.4,8012,9,composer,Alex Somers
C'mon C'mon,4499395,A24,5.0,8300000.0,R,408,2021,109.0,Drama,7.4,32500,9,composer,Aaron Dessner
Wrong Turn,4829926,Saban Films,259.0,4800000.0,R,340,2021,109.0,"Horror,Thriller",5.5,32223,9,composer,Stephen Lukach
The Father,24496266,Sony Pictures Classics,4.0,6000000.0,PG-13,309,2020,97.0,"Drama,Mystery",8.2,158338,9,producer,Jean-Louis Livi
Queen Bees,2315871,Gravitas Ventures,500.0,5000000.0,PG-13,204,2021,100.0,"Comedy,Drama,Romance",6.2,2314,9,producer,Dominique Telson
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",3695948,Searchlight Pictures,752.0,3700000.0,PG-13,190,2021,118.0,"Documentary,Music",8.0,12301,9,cinematographer,Shawn Peters
Pushpa: The Rise - Part 1,7592374,Hamsini Entertainment,400.0,20000000.0,R,21,2021,179.0,"Action,Crime,Drama",7.6,77344,9,writer,Rajendra Sapre
Show Me the Father,1919165,Affirm Films,1073.0,6000000.0,PG,119,2021,91.0,"Documentary,Drama",6.6,443,9,editor,Bill Ebel
After We Fell,21753705,Vertical Entertainment,246.0,14000000.0,R,113,2021,98.0,"Drama,Romance",4.7,15819,9,producer,Nicolas Chartier
The Card Counter,5040693,Focus Features,580.0,5000000.0,R,113,2021,111.0,"Crime,Drama,Thriller",6.2,36640,9,composer,Robert Levon Been
The Eyes of Tammy Faye,2676180,Searchlight Pictures,450.0,2700000.0,PG-13,106,2021,126.0,"Biography,Drama,Romance",6.6,34758,9,producer,Kelly Carmichael
Land,3164246,Focus Features,1231.0,3200000.0,PG-13,323,2018,111.0,Drama,6.6,153,9,cinematographer,Agnès Godard
Here Today,2871327,Stage 6 Films,1200.0,2800000.0,PG-13,239,2021,93.0,"Comedy,Drama",6.7,4811,9,composer,Charlie Rosen
Finding You,3326885,Roadside Attractions,1312.0,3300000.0,PG,232,2020,119.0,"Drama,Romance",6.4,5525,9,producer,Julie Ryan
Dream Horse,6572790,Bleecker Street Media,1254.0,6600000.0,PG,225,2020,113.0,"Biography,Comedy,Drama",6.9,5805,9,composer,Benjamin Woodgates
The War with Grandpa,43387445,101 Studios,2250.0,38000000.0,PG,449,2020,94.0,"Comedy,Drama,Family",5.6,21807,9,producer,Phillip Glasser
Sooryavanshi,6984082,Reliance Entertainment,491.0,19300000.0,R,63,2021,145.0,"Action,Crime,Thriller",6.1,77451,9,writer,Farhad Samji
Minari,15312445,A24,786.0,2000000.0,PG-13,323,2020,115.0,Drama,7.4,83587,9,composer,Emile Mosseri
Voyagers,4298184,Lionsgate,1972.0,29000000.0,PG-13,267,2021,108.0,"Adventure,Sci-Fi,Thriller",5.4,22621,9,cinematographer,Enrique Chediak
Pig,3889432,Neon,552.0,30000000.0,R,169,2019,80.0,Drama,7.4,30,3,cinematographer,Shalva Sokurashvili
The Girl Who Believes in Miracles,3173056,Atlas Distribution Company,640.0,3000000.0,PG,274,2021,100.0,"Drama,Family",5.4,985,9,producer,Kevin Waller
Copshop,6807158,Open Road Films (II),3005.0,6000000.0,R,106,2021,107.0,"Action,Thriller",6.2,32900,9,producer,Eric Gold
Roadrunner: A Film About Anthony Bourdain,5489792,Focus Features,927.0,55000000.0,R,175,2021,119.0,Documentary,7.7,7912,9,cinematographer,Adam Beckman
A Journal for Jordan,6682648,Sony Pictures Entertainment (SPE),2500.0,25000000.0,PG-13,401,2021,131.0,Drama,5.9,2214,9,producer,Todd Black
Boogie,4191023,Focus Features,1252.0,2500000.0,R,302,2021,90.0,"Drama,Sport",5.2,2229,9,composer,Ali Shaheed Muhammad
Fatale,7031289,Lionsgate,1107.0,7000000.0,R,379,2020,102.0,Thriller,5.4,11491,9,cinematographer,Dante Spinotti
Zola,4998097,A24,1468.0,5000000.0,R,185,2020,86.0,"Comedy,Crime,Drama",6.5,15083,9,writer,Andrew Neel
Separation,4509143,Open Road Films (II),1751.0,5000000.0,R,246,2021,107.0,"Drama,Horror,Mystery",4.7,4085,9,producer,Jesse Korman
Judas and the Black Messiah,7478009,Warner Bros.,1888.0,26000000.0,R,329,2021,126.0,"Biography,Drama,History",7.4,82147,9,producer,Ryan Coogler
Reminiscence,16400193,Warner Bros.,3265.0,54000000.0,PG-13,140,2021,116.0,"Mystery,Romance,Sci-Fi",5.9,57457,9,composer,Ramin Djawadi
12 Mighty Orphans,3713294,Sony Pictures Entertainment (SPE),132.0,3700000.0,PG-13,204,2021,118.0,"History,Sport",6.9,5870,9,producer,Brinton Bryan
Licorice Pizza,33271405,United Artists Releasing,4.0,40000000.0,R,430,2021,133.0,"Comedy,Drama,Romance",7.2,120152,9,cinematographer,Michael Bauman
Nightmare Alley,39629195,Searchlight Pictures,2145.0,60000000.0,R,409,2021,150.0,"Crime,Drama,Thriller",7.0,146999,9,composer,Nathan Johnson
Belfast,48921656,Focus Features,580.0,25000000.0,PG-13,444,2021,98.0,"Biography,Drama",7.3,77102,9,composer,Van Morrison
Spencer,24901028,Neon,996.0,18000000.0,R,63,2020,98.0,"Drama,Romance",8.1,7,6,composer,Stephen Amos
Robin Hood,86489031,Lionsgate,2827.0,100000000.0,PG-13,406,2018,116.0,"Action,Adventure,Drama",5.3,75344,9,producer,Leonardo DiCaprio
The Courier,26001227,Roadside Attractions,1433.0,26000000.0,PG-13,288,2020,112.0,"Drama,History,Thriller",7.2,63886,9,producer,Ben Browning
Adrift,59945012,STX Entertainment,3015.0,35000000.0,PG-13,214,2022,96.0,Thriller,7.8,7,9,editor,Quinn Noreyko
Slender Man,51738549,Screen Gems,2358.0,10000000.0,PG-13,144,2018,93.0,"Horror,Mystery,Thriller",3.2,35262,9,producer,Robyn Meisinger
Super Troopers 2,31626386,Twentieth Century Fox,2038.0,13500000.0,R,256,2018,100.0,"Comedy,Crime,Mystery",6.0,27054,9,editor,Spencer Houck
Nobody's Fool,33705333,Paramount Pictures,2468.0,19000000.0,R,63,2018,110.0,"Comedy,Drama,Romance",4.9,7768,9,cinematographer,Richard J. Vialet
Those Who Wish Me Dead,19107200,Warner Bros.,3188.0,20000000.0,R,238,2021,100.0,"Action,Drama,Thriller",6.0,63067,9,producer,Aaron L. Gilbert
The Spy Who Dumped Me,75320680,Lionsgate,3111.0,40000000.0,R,151,2018,117.0,"Action,Adventure,Comedy",6.0,79060,9,composer,Tyler Bates
Annihilation,43070915,Paramount Pictures,2012.0,40000000.0,R,312,2018,115.0,"Adventure,Drama,Horror",6.8,331597,9,producer,Allon Reich
Peppermint,53918723,STX Entertainment,2980.0,25000000.0,R,116,2018,101.0,"Action,Thriller",6.5,66326,9,producer,Tom Rosenberg
Isle of Dogs,64241499,Fox Searchlight,27.0,64200000.0,PG-13,284,2018,101.0,"Adventure,Animation,Comedy",7.8,172389,9,producer,Jeremy Dawson
Death Wish,49562710,Metro-Goldwyn-Mayer (MGM),2847.0,30000000.0,R,305,2018,107.0,"Action,Crime,Drama",6.3,73214,9,producer,Roger Birnbaum
Mile 22,66308758,STX Entertainment,3520.0,50000000.0,R,137,2018,94.0,"Action,Thriller",6.1,81580,9,composer,Jeff Russo
Alpha,99630675,Studio 8,2719.0,51000000.0,PG-13,140,2019,90.0,"Crime,Drama,Fantasy",5.9,68,9,producer,Esha Yousuf
The Commuter,119942387,Lionsgate,2892.0,30000000.0,PG-13,354,2018,104.0,"Action,Mystery,Thriller",6.3,117876,9,producer,Alex Heineman
The 15:17 to Paris,57076286,Warner Bros.,3042.0,30000000.0,PG-13,326,2018,94.0,"Biography,Drama,Thriller",5.3,34313,9,producer,Tim Moore
Uncle Drew,46664414,Lionsgate,2742.0,18000000.0,PG-13,186,2018,103.0,"Comedy,Sport",5.7,14820,9,composer,Christopher Lennertz
Widows,75984700,Twentieth Century Fox,2803.0,42000000.0,R,411,2018,129.0,"Crime,Drama,Thriller",6.8,99453,9,producer,Emile Sherman
"Love, Simon",66316289,Twentieth Century Fox,2402.0,17000000.0,PG-13,291,2018,110.0,"Comedy,Drama,Romance",7.5,117086,9,producer,Marty Bowen
Truth or Dare,95330493,Universal Pictures,3029.0,3500000.0,PG-13,263,2018,92.0,"Comedy,Drama,Romance",4.0,6,9,producer,Jera Wang
Acrimony,46403669,Lionsgate,2006.0,20000000.0,R,277,2018,120.0,"Horror,Romance,Thriller",5.8,9273,9,composer,Christopher Lennertz
Sherlock Gnomes,90497778,Paramount Pictures,3662.0,59000000.0,PG,284,2018,86.0,"Adventure,Animation,Comedy",5.2,12934,9,writer,Emily Cook
Hereditary,80200936,A24,2964.0,10000000.0,R,207,2018,127.0,"Drama,Horror,Mystery",7.3,326098,9,composer,Colin Stetson
Red Sparrow,151572634,Twentieth Century Fox,3056.0,69000000.0,R,305,2018,140.0,"Action,Drama,Thriller",6.6,189239,9,producer,David Ready
First Man,105697415,Universal Pictures,3640.0,59000000.0,PG-13,446,2018,141.0,"Biography,Drama,History",7.3,191027,9,producer,Wyck Godfrey
12 Strong,67450815,Warner Bros.,3002.0,35000000.0,R,347,2018,130.0,"Action,Drama,History",6.5,83949,9,producer,Jerry Bruckheimer
Den of Thieves,80509622,STX Entertainment,2432.0,30000000.0,R,347,2018,140.0,"Action,Crime,Drama",7.0,114665,9,producer,Tucker Tooley
Breaking In,51411620,Universal Pictures,2537.0,6000000.0,PG-13,235,2018,88.0,"Action,Thriller",5.5,16217,9,producer,Will Packer
Overboard,91244913,Pantelion Films,1623.0,12000000.0,PG-13,242,2018,112.0,"Comedy,Romance",6.0,39271,9,composer,Lyle Workman
BlacKkKlansman,93400823,Focus Features,1512.0,15000000.0,R,509,2018,135.0,"Biography,Comedy,Crime",7.5,268222,9,writer,Ron Stallworth
Sicario: Day of the Soldado,75837743,Sony Pictures Entertainment (SPE),3055.0,35000000.0,R,186,2018,122.0,"Action,Crime,Drama",7.0,151511,9,producer,Trent Luckinbill
I Feel Pretty,94539426,STX Entertainment,3440.0,32000000.0,PG-13,256,2018,110.0,"Comedy,Romance",5.6,54796,9,producer,Alissa Phillips
A Simple Favor,97644617,Lionsgate,3102.0,20000000.0,R,112,2018,117.0,"Comedy,Crime,Mystery",6.8,151803,9,composer,Theodore Shapiro
Life of the Party,65859911,Warner Bros.,3656.0,30000000.0,PG-13,235,2018,105.0,Comedy,5.6,37797,9,production_designer,Rusty Smith
The Predator,160542134,Twentieth Century Fox,4037.0,88000000.0,R,112,2018,107.0,"Action,Adventure,Sci-Fi",5.3,135688,9,producer,John Davis
Pacific Rim: Uprising,290930148,Universal Pictures,3708.0,150000000.0,PG-13,284,2018,111.0,"Action,Adventure,Fantasy",5.6,119379,9,writer,Travis Beacham
Tag,78130625,Warner Bros.,3382.0,28000000.0,R,200,2018,100.0,"Action,Comedy",6.5,136435,9,producer,Todd Garner
Tomb Raider,274650803,Warner Bros.,3854.0,94000000.0,PG-13,291,2018,119.0,"Action,Adventure,Fantasy",6.3,216885,9,writer,Susan O'Connor
The Nutcracker and the Four Realms,173961069,Walt Disney Studios Motion Pictures,3766.0,120000000.0,PG,425,2018,99.0,"Adventure,Family,Fantasy",5.6,34913,9,writer,Marius Petipa
Maze Runner: The Death Cure,288175335,Twentieth Century Fox,3787.0,62000000.0,PG-13,340,2018,143.0,"Action,Adventure,Sci-Fi",6.2,144404,9,producer,Wyck Godfrey
Insidious: The Last Key,167885588,Universal Pictures,3116.0,10000000.0,PG-13,361,2018,103.0,"Horror,Mystery,Thriller",5.7,62231,9,composer,Joseph Bishara
Blockers,94017294,Universal Pictures,3379.0,21000000.0,R,270,2018,102.0,"Comedy,Drama",6.2,80885,9,producer,Evan Goldberg
The First Purge,137056262,Universal Pictures,3031.0,13000000.0,R,181,2018,97.0,"Action,Horror,Sci-Fi",5.2,65357,9,producer,Andrew Form
Book Club,104438188,Paramount Pictures,2781.0,14100000.0,PG-13,228,2018,104.0,"Comedy,Drama,Romance",6.1,28833,9,composer,Peter Nashel
The House with a Clock in Its Walls,131457147,Universal Pictures,3592.0,42000000.0,PG,467,2018,105.0,"Comedy,Family,Fantasy",6.0,52714,9,producer,James Vanderbilt
Skyscraper,304868961,Universal Pictures,3782.0,125000000.0,PG-13,172,2018,102.0,"Action,Adventure,Thriller",5.8,124694,9,cinematographer,Robert Elswit
Night School,103105878,Universal Pictures,3010.0,29000000.0,PG-13,460,2018,111.0,Comedy,5.6,41771,9,writer,Nicholas Stoller
Smallfoot,214040103,Warner Bros.,4131.0,80000000.0,PG,460,2018,96.0,"Adventure,Animation,Comedy",6.6,40539,9,writer,Glenn Ficarra
Christopher Robin,197744377,Walt Disney Studios Motion Pictures,3602.0,75000000.0,PG,154,2018,104.0,"Adventure,Comedy,Drama",7.2,79438,9,writer,Tom McCarthy
Fifty Shades Freed,371985018,Universal Pictures,3768.0,55000000.0,R,326,2018,105.0,"Drama,Romance,Thriller",4.5,67524,9,producer,Michael De Luca
A Wrinkle in Time,132675864,Walt Disney Studios Motion Pictures,3980.0,100000000.0,PG,298,2018,109.0,"Adventure,Family,Fantasy",4.2,45702,9,producer,Catherine Hand
I Can Only Imagine,86086881,Roadside Attractions,1629.0,7000000.0,PG,291,2018,110.0,"Biography,Drama,Family",7.3,16662,9,writer,Alex Cramer
Game Night,117679066,Warner Bros.,3488.0,37000000.0,R,312,2018,100.0,"Action,Adventure,Comedy",6.9,238772,9,producer,John Fox
The Equalizer 2,190400157,Sony Pictures Entertainment (SPE),3388.0,62000000.0,R,165,2018,121.0,"Action,Crime,Thriller",6.7,163668,9,producer,Todd Black
Rampage,428028233,Warner Bros.,4101.0,120000000.0,PG-13,263,2018,107.0,"Action,Adventure,Sci-Fi",6.1,171435,9,writer,Adam Sztykiel
Peter Rabbit,351266433,Sony Pictures Entertainment (SPE),3725.0,50000000.0,PG,326,2018,95.0,"Adventure,Comedy,Crime",6.6,44152,9,composer,Dominic Lewis
Mamma Mia! Here We Go Again,395044706,Universal Pictures,3317.0,75000000.0,PG-13,165,2018,114.0,"Comedy,Musical,Romance",6.6,97861,9,writer,ABBA
The Nun,365550119,Warner Bros.,3876.0,22000000.0,R,119,2018,96.0,"Horror,Mystery,Thriller",5.3,144134,9,composer,Abel Korzeniowski
The Meg,530243742,Warner Bros.,4118.0,130000000.0,PG-13,147,2018,113.0,"Action,Horror,Sci-Fi",5.6,174265,9,writer,Steve Alten
Ready Player One,582890172,Warner Bros.,4234.0,175000000.0,PG-13,278,2018,140.0,"Action,Adventure,Sci-Fi",7.4,442085,9,producer,Dan Farah
Hotel Transylvania 3: Summer Vacation,528583774,Sony Pictures Entertainment (SPE),4267.0,80000000.0,PG,175,2018,97.0,"Adventure,Animation,Comedy",6.3,76392,9,composer,Tiësto
Ocean's Eight,297718711,Warner Bros.,4145.0,70000000.0,PG-13,207,2018,110.0,"Action,Comedy,Crime",6.3,223386,9,producer,Susan Ekins
Halloween,255485178,Universal Pictures,3928.0,10000000.0,R,439,2018,106.0,"Crime,Horror,Thriller",6.5,157595,9,writer,Danny McBride
My Boyfriend's Meds,6292780,Pantelion Films,350.0,3000000.0,R,315,2020,100.0,Comedy,4.6,451,9,composer,Iván Wyszogrod
The Last Full Measure,3364426,Roadside Attractions,614.0,20000000.0,R,343,2019,116.0,"Drama,War",6.8,12357,9,producer,Nicholas Cafritz
Words on Bathroom Walls,3151849,Roadside Attractions,924.0,9300000.0,PG-13,140,2020,110.0,"Drama,Romance",7.1,11139,9,producer,Pete Shilaimon
The Empty Man,4796993,20th Century Studios,2027.0,16000000.0,R,77,2020,137.0,"Drama,Horror,Mystery",6.2,31440,9,composer,Brian Williams
Bill & Ted Face the Music,6274027,United Artists Releasing,1007.0,25000000.0,PG-13,126,2020,91.0,"Adventure,Comedy,Music",5.9,48953,9,producer,Scott Kroopf
Infidel,4051990,Cloudburst Entertainment,1724.0,4100000.0,R,112,2019,108.0,"Action,Thriller",5.6,3482,9,production_designer,Marek Dobrowolski
The Broken Hearts Gallery,4781389,TriStar Pictures,2209.0,8000000.0,PG-13,119,2020,109.0,"Comedy,Romance",6.3,9149,9,editor,Shawn Paper
News of the World,12668325,Universal Pictures,1900.0,13292568.0,PG-13,372,2020,118.0,"Action,Adventure,Drama",6.8,88541,9,producer,Gregory Goodman
The SpongeBob Movie: Sponge on the Run,4810790,Paramount Pictures,300.0,4810790.0,PG,147,2020,91.0,"Adventure,Animation,Comedy",5.9,19043,9,writer,Nicholas R. Jennings
The Rhythm Section,5989583,Paramount Pictures,3049.0,50000000.0,R,336,2020,109.0,"Action,Drama,Mystery",5.4,18897,9,composer,Steve Mazzaro
The Hunt,10550350,Universal Pictures,3028.0,14000000.0,R,294,2020,90.0,"Action,Horror,Thriller",6.5,116863,9,composer,Nathan Barr
Monster Hunter,42145959,Screen Gems,1736.0,47853893.0,PG-13,379,2020,103.0,"Action,Adventure,Fantasy",5.2,60918,9,producer,Robert Kulzer
Let Him Go,10835686,Focus Features,2454.0,10773007.0,R,421,2020,113.0,"Crime,Drama,Thriller",6.7,29042,9,composer,Michael Giacchino
Downhill,8899195,Searchlight Pictures,2301.0,9159383.0,R,322,2020,86.0,"Comedy,Drama",4.9,12858,9,producer,Stefanie Azpiazu
Bloodshot,39861118,Sony Pictures Entertainment (SPE),2861.0,45000000.0,PG-13,294,2020,109.0,"Action,Adventure,Sci-Fi",5.7,79429,9,writer,Don Perlin
I Still Believe,16069730,Lionsgate,3250.0,12000000.0,PG,294,2020,116.0,"Biography,Drama,Music",6.4,12396,9,producer,Kevin Downes
Emma.,26404660,Focus Features,5.0,10000000.0,PG,315,2020,124.0,"Comedy,Drama,Romance",6.7,56142,9,producer,Graham Broadbent
Impractical Jokers: The Movie,10691091,truTV,357.0,3000000.0,PG-13,315,2020,92.0,Comedy,5.8,6739,9,composer,Leo Birenberg
Brahms: The Boy II,20311536,STX Entertainment,2151.0,10000000.0,PG-13,315,2020,86.0,"Drama,Horror,Mystery",4.7,18391,9,producer,Gary Lucchesi
The Way Back,15490514,Warner Bros.,2718.0,26524989.0,R,301,2020,108.0,"Drama,Sport",6.7,47856,9,producer,Jennifer Todd
Gretel & Hansel,22304357,United Artists Releasing,3007.0,22052456.0,PG-13,336,2020,87.0,"Fantasy,Horror,Mystery",5.5,31666,9,producer,Fred Berger
Underwater,40882928,Twentieth Century Fox,2791.0,39177495.0,PG-13,357,2020,95.0,"Action,Horror,Sci-Fi",5.8,85189,9,producer,Tonia Davis
Honest Thief,31220247,Open Road Films (II),2425.0,32609631.0,PG-13,91,2020,99.0,"Action,Thriller",6.0,51956,9,producer,Jonah Loop
The Turning,19428166,Universal Pictures,2571.0,14000000.0,PG-13,343,2020,94.0,"Drama,Horror,Mystery",3.9,14935,9,producer,Scott Bernstein
The Photograph,20690779,Universal Pictures,2516.0,16000000.0,PG-13,322,2020,106.0,"Drama,Romance",6.1,5752,9,cinematographer,Mark Schwartzbard
The Grudge,49511319,Sony Pictures Entertainment (SPE),2642.0,10000000.0,R,364,2020,94.0,"Fantasy,Horror",4.4,27081,9,producer,Sam Raimi
Like a Boss,30399490,Paramount Pictures,3078.0,29000000.0,R,357,2020,83.0,Comedy,4.7,14512,9,producer,Marc Evans
Unhinged,44331465,Solstice Studios,299.0,37339104.0,R,147,2018,95.0,Thriller,4.1,265,9,cinematographer,Colemar Nichols
Wonder Woman 1984,169601036,Warner Bros.,2151.0,166360232.0,PG-13,378,2020,151.0,"Action,Adventure,Fantasy",5.4,271534,9,producer,Stephen Jones
Fantasy Island,49447308,Sony Pictures Entertainment (SPE),2784.0,7000000.0,PG-13,322,2020,109.0,"Fantasy,Horror,Mystery",4.9,53883,9,producer,Jason Blum
Just Mercy,50901502,Warner Bros.,4.0,25000000.0,PG-13,373,2019,137.0,"Biography,Crime,Drama",7.6,69217,9,producer,Gil Netter
The New Mutants,49169594,20th Century Studios,2412.0,44608247.0,PG-13,133,2020,94.0,"Action,Horror,Mystery",5.3,81768,9,producer,Lauren Shuler Donner
The Croods: A New Age,215905815,Universal Pictures,2211.0,214790246.0,PG,402,2020,95.0,"Adventure,Animation,Comedy",6.9,45413,9,writer,Bob Logan
The Gentlemen,115171795,STX Entertainment,2165.0,22000000.0,R,343,2019,113.0,"Action,Comedy,Crime",7.8,346128,9,producer,Bill Block
The Invisible Man,144492724,Universal Pictures,3610.0,7000000.0,R,315,2018,124.0,"Horror,Thriller",4.7,31,2,writer,Rob Browning
The Call of the Wild,111202881,20th Century Studios,3752.0,135000000.0,PG,315,2020,100.0,"Adventure,Drama,Family",6.7,50992,9,producer,James Mangold
Onward,141940042,Walt Disney Studios Motion Pictures,4310.0,133357601.0,PG,301,2020,102.0,"Adventure,Animation,Comedy",7.4,152613,9,composer,Jeff Danna
Dolittle,251410631,Universal Pictures,4155.0,175000000.0,PG,350,2020,101.0,"Adventure,Comedy,Family",5.6,65960,9,writer,Hugh Lofting
Sonic the Hedgehog,319715683,Paramount Pictures,4167.0,85000000.0,PG,687,2020,99.0,"Action,Adventure,Comedy",6.5,142499,9,producer,Takeshi Ito
1917,384479940,Universal Pictures,11.0,95000000.0,R,373,2019,119.0,"Action,Drama,War",8.2,598936,9,producer,Brian Oliver
The Night House,15437703,Searchlight Pictures,2240.0,15493093.0,R,134,2020,107.0,"Horror,Mystery,Thriller",6.5,56274,9,producer,Keith Levine
The Many Saints of Newark,13037403,Warner Bros.,3181.0,12732039.0,R,98,2021,120.0,"Crime,Drama",6.3,55836,9,cinematographer,Kramer Morgenthau
Last Night in Soho,22957625,Focus Features,3016.0,22876948.0,R,70,2021,116.0,"Drama,Horror,Mystery",7.1,142474,9,producer,Nira Park
Cry Macho,16510734,Warner Bros.,3967.0,14704912.0,PG-13,112,2021,104.0,Drama,5.7,28402,9,producer,Albert S. Ruddy
Antlers,18867659,Searchlight Pictures,2800.0,35680402.0,R,70,2021,99.0,"Drama,Horror,Mystery",5.9,39712,9,producer,Guillermo del Toro
The Last Duel,30552111,20th Century Studios,3065.0,30080003.0,R,84,2021,152.0,"Action,Drama,History",7.4,159543,9,producer,Jennifer Fox
Christmas with the Chosen: The Messengers,13728000,Fathom Events,1700.0,13388000.0,R,37,2021,123.0,Music,7.8,809,9,director,Ben Smallbone
Chaos Walking,26508132,Lionsgate,1980.0,27072169.0,PG-13,302,2021,109.0,"Action,Adventure,Fantasy",5.7,50144,9,producer,Allison Shearmur
American Underdog,26514814,Lionsgate,2813.0,26514814.0,PG,401,2021,112.0,"Biography,Drama,Sport",7.1,16178,9,writer,David Aaron Cohen
King Richard,39429285,Warner Bros.,3302.0,37994866.0,PG-13,437,2021,144.0,"Biography,Drama,Sport",7.5,116963,9,composer,Kris Bowers
Stillwater,19754272,Focus Features,2531.0,17243702.0,R,155,2018,92.0,"Mystery,Thriller",5.1,661,9,composer,Bill Appleberry
Dear Evan Hansen,19123994,Universal Pictures,3364.0,17509859.0,PG-13,105,2021,137.0,"Drama,Musical",6.1,15448,9,producer,Marc Platt
The Little Things,30842746,Warner Bros.,2171.0,29735222.0,R,343,2021,128.0,"Crime,Drama,Mystery",6.3,107040,9,editor,Robert Frazen
The Unholy,30832137,Screen Gems,1850.0,30792024.0,PG-13,280,2021,99.0,"Drama,Horror,Mystery",5.1,21904,9,composer,Joseph Bishara
The Green Knight,18888418,A24,2790.0,20022491.0,R,155,2021,130.0,"Adventure,Drama,Fantasy",6.6,103286,9,producer,James M. Johnston
The Marksman,23076711,Open Road Films (II),1975.0,23855847.0,PG-13,351,2021,108.0,"Action,Drama",5.6,37599,9,producer,Eric Gold
Resident Evil: Welcome to Raccoon City,41914915,Screen Gems,2803.0,41909091.0,R,432,2021,107.0,"Action,Horror,Sci-Fi",5.2,55637,9,composer,Mark Korven
Spirit Untamed,42717215,Universal Pictures,3211.0,42235744.0,PG,217,2021,88.0,"Adventure,Animation,Comedy",5.5,3918,9,writer,Katherine Nolfi
The French Dispatch,46333545,Searchlight Pictures,52.0,45050593.0,R,436,2020,107.0,"Comedy,Drama,Romance",7.1,125988,9,producer,Jeremy Dawson
Malignant,34891791,Warner Bros.,3485.0,33974421.0,R,119,2018,111.0,Drama,6.0,6,4,cinematographer,Christopher Breitinger
Ron's Gone Wrong,60692022,20th Century Studios,3560.0,58234808.0,PG,77,2021,107.0,"Adventure,Animation,Comedy",7.0,35176,9,producer,Lara Breay
